name,id,class,bodyweight,weight_class,squat,bench,deadlift,total,place,wilks,comp,location,year,nameLower,date,compId,resultId
Darren Fehilly,183,M-U23-C,76.2,83,185,90,200,475,2,334.79,National Championships 2016,Limerick,2016,darren fehilly,27/02/2016,12,191
Noel Whelan,498,M-SEN-C,58.2,59,175,110,185,470,1,412.33,National Championships 2016,Limerick,2016,noel whelan,27/02/2016,12,192
James Madden,321,M-SEN-C,63.4,66,155,105,180,440,2,357.37,National Championships 2016,Limerick,2016,james madden,27/02/2016,12,193
Lauren Rooney,402,F-SEN-C,100.2,84+,147.5,75,167.5,390,1,324.52,National Championships 2016,Limerick,2016,lauren rooney,27/02/2016,12,194
Shannon Pollock,598,F-SEN-C,75.6,84,147.5,67.5,172.5,387.5,1,366.55,National Championships 2016,Limerick,2016,shannon pollock,27/02/2016,12,195
Jack Caldwell,303,M-U18-C,64.6,66,132.5,90,160,382.5,1,305.74,National Championships 2016,Limerick,2016,jack caldwell,27/02/2016,12,196
Bronagh McPeake,80,F-SEN-C,63,63,140,67.5,170,377.5,1,405.42,National Championships 2016,Limerick,2016,bronagh mcpeake,27/02/2016,12,197
Dermot O'Rourke,207,M-U18-C,58.2,59,135,82.5,160,377.5,1,331.18,National Championships 2016,Limerick,2016,dermot o'rourke,27/02/2016,12,198
Louise Kenna,425,F-SEN-C,71.6,72,142.5,72.5,160,375,1,367.38,National Championships 2016,Limerick,2016,louise kenna,27/02/2016,12,199
Gabrielle Ervine,261,F-SEN-C,61.2,63,132.5,75,165,372.5,2,409,National Championships 2016,Limerick,2016,gabrielle ervine,27/02/2016,12,200
Louise Millar,426,F-SEN-C,62.6,63,142.5,72.5,157.5,372.5,3,401.99,National Championships 2016,Limerick,2016,louise millar,27/02/2016,12,201
Leslie Hoare,408,F-SEN-C,79.6,84,120,72.5,165,357.5,2,328.03,National Championships 2016,Limerick,2016,leslie hoare,27/02/2016,12,202
Hazel Hu,288,F-SEN-C,49.8,52,120,67.5,145,332.5,1,428.44,National Championships 2016,Limerick,2016,hazel hu,27/02/2016,12,203
Linh Nguyen,416,F-SEN-C,60,63,132.5,60,137.5,330,4,367.91,National Championships 2016,Limerick,2016,linh nguyen,27/02/2016,12,204
Teanna Watts,640,F-SEN-C,79.4,84,115,57.5,150,322.5,3,296.34,National Championships 2016,Limerick,2016,teanna watts,27/02/2016,12,205
Amy Nolan,37,F-SEN-C,61.8,63,102.5,60,150,312.5,5,340.56,National Championships 2016,Limerick,2016,amy nolan,27/02/2016,12,206
Anna Hourihane,52,F-U23-C,50.4,52,107.5,67.5,135,310,1,395.84,National Championships 2016,Limerick,2016,anna hourihane,27/02/2016,12,207
Lina O'Sullivan,412,F-SEN-C,60.2,63,115,57.5,137.5,310,6,344.73,National Championships 2016,Limerick,2016,lina o'sullivan,27/02/2016,12,208
Lauren Elder,401,F-SEN-C,61.2,63,100,50,155,305,7,334.88,National Championships 2016,Limerick,2016,lauren elder,27/02/2016,12,209
Kathleen Scully,376,F-SEN-C,79.6,84,115,55,130,300,4,275.27,National Championships 2016,Limerick,2016,kathleen scully,27/02/2016,12,210
Rebecca Bennett,533,F-U23-C,60.8,63,110,50,135,295,1,325.54,National Championships 2016,Limerick,2016,rebecca bennett,27/02/2016,12,211
Aisling Stapleton,21,F-SEN-C,61.2,63,112.5,57.5,125,295,8,323.9,National Championships 2016,Limerick,2016,aisling stapleton,27/02/2016,12,212
Elaine Stone,224,F-SEN-C,75.8,84,95,65,125,285,5,269.15,National Championships 2016,Limerick,2016,elaine stone,27/02/2016,12,213
Keira Hillary,378,F-SEN-C,53.4,57,95,52.5,135,282.5,1,344.99,National Championships 2016,Limerick,2016,keira hillary,27/02/2016,12,214
Abigail Cronin,3,F-U23-C,61,63,100,60,122.5,282.5,2,310.96,National Championships 2016,Limerick,2016,abigail cronin,27/02/2016,12,215
Amy Donoghue,34,F-U23-C,56.6,57,100,47.5,130,277.5,1,323.79,National Championships 2016,Limerick,2016,amy donoghue,27/02/2016,12,216
Vita Chainauskaite,662,F-SEN-C,62.6,63,80,57.5,130,267.5,9,288.67,National Championships 2016,Limerick,2016,vita chainauskaite,27/02/2016,12,217
Bernice Flynn,73,F-SEN-C,69.2,72,90,62.5,115,267.5,2,268.25,National Championships 2016,Limerick,2016,bernice flynn,27/02/2016,12,218
Erica Gaffney,245,F-SEN-C,47.4,52,82.5,55,102.5,240,2,320.8,National Championships 2016,Limerick,2016,erica gaffney,27/02/2016,12,219
Aibhlin Clabby,11,F-U18-C,0,0,0,0,0,0,NS,0,National Championships 2016,Limerick,2016,aibhlin clabby,27/02/2016,12,226
Aisling McManus,20,F-SEN-C,0,0,0,0,0,0,NS,0,National Championships 2016,Limerick,2016,aisling mcmanus,27/02/2016,12,225
Andrew Richardson,47,M-U23-C,103.6,105,230,0,0,0,DQ,0,National Championships 2016,Limerick,2016,andrew richardson,27/02/2016,12,220
Claire Kelly,123,F-U23-G,64.4,72,97.5,0,0,0,DQ,0,National Championships 2016,Limerick,2016,claire kelly,27/02/2016,12,222
Claire McConnell,126,F-SEN-C,56.2,57,75,45,0,0,DQ,0,National Championships 2016,Limerick,2016,claire mcconnell,27/02/2016,12,223
Paul McLaren,515,M-M1-C,65.6,66,150,0,0,0,DQ,0,National Championships 2016,Limerick,2016,paul mclaren,27/02/2016,12,221
Sinead Heffernan,609,F-SEN-C,0,0,0,0,0,0,NS,0,National Championships 2016,Limerick,2016,sinead heffernan,27/02/2016,12,224
James Hanley,317,M-O,92.8,93,240,160,272.5,672.5,1,422.89,ABS Club Championship 2016,Dublin,2016,james hanley,02/04/2016,2,830
Noel Whelan,498,M-O,63.6,66,192.5,125.5,202.5,520.5,1,421.61,ABS Club Championship 2016,Dublin,2016,noel whelan,03/04/2016,2,836
Scott Dean,574,M-O,91.8,93,232.5,120,247.5,600,2,379.28,ABS Club Championship 2016,Dublin,2016,scott dean,04/04/2016,2,831
Lukasz Kalinski,430,M-O,73,74,167.5,112.5,207.5,487.5,1,354.1,ABS Club Championship 2016,Dublin,2016,lukasz kalinski,05/04/2016,2,839
Thomas Donoghue,643,M-O,73.1,74,162.5,110,215,487.5,2,353.75,ABS Club Championship 2016,Dublin,2016,thomas donoghue,06/04/2016,2,840
Aisling Judge,18,F-O,77.2,84,137.5,67.5,170,375,1,350.25,ABS Club Championship 2016,Dublin,2016,aisling judge,07/04/2016,2,849
Ryan Ging,555,M-O,88.9,93,210,120,215,545,3,350.13,ABS Club Championship 2016,Dublin,2016,ryan ging,08/04/2016,2,833
Ben Harrison,68,M-O,117.1,120,220,155,220,595,1,344.11,ABS Club Championship 2016,Dublin,2016,ben harrison,09/04/2016,2,832
Daniel Mcalpaca,167,M-O,92.7,93,187.5,112.5,240,540,4,339.74,ABS Club Championship 2016,Dublin,2016,daniel mcalpaca,10/04/2016,2,834
Bernard O'Reilly,72,M-O,79.5,83,162.5,122.5,202.5,487.5,1,334.14,ABS Club Championship 2016,Dublin,2016,bernard o'reilly,11/04/2016,2,841
Jack Ryan,308,M-O,86.9,93,177.5,102.5,220,500,5,325.15,ABS Club Championship 2016,Dublin,2016,jack ryan,12/04/2016,2,837
Andrew McCartney,46,M-O,100.4,105,200,112.5,217.5,530,1,322.04,ABS Club Championship 2016,Dublin,2016,andrew mccartney,13/04/2016,2,835
William Kennedy,668,M-O,90.3,93,195,105,200,500,6,318.66,ABS Club Championship 2016,Dublin,2016,william kennedy,14/04/2016,2,838
Cian Slevin,111,M-O,80.8,83,185,102.5,180,467.5,2,317.18,ABS Club Championship 2016,Dublin,2016,cian slevin,15/04/2016,2,844
Nicola Corcoran,491,F-O,62.8,63,105,57.5,130,292.5,1,314.89,ABS Club Championship 2016,Dublin,2016,nicola corcoran,16/04/2016,2,857
Karen McCormack,367,F-O,71.4,72,125,60,130,315,1,309.18,ABS Club Championship 2016,Dublin,2016,karen mccormack,17/04/2016,2,853
Simon Kealy,606,M-O,91,93,157.5,100,227.5,485,7,307.91,ABS Club Championship 2016,Dublin,2016,simon kealy,18/04/2016,2,842
Aisling McManus,20,F-O,46.8,47,85,47.5,92.5,225,1,303.53,ABS Club Championship 2016,Dublin,2016,aisling mcmanus,19/04/2016,2,869
Ciaran Lowe,116,M-O,92.2,93,175,110,195,480,8,302.78,ABS Club Championship 2016,Dublin,2016,ciaran lowe,20/04/2016,2,843
Gina Lumsden,278,F-O,71.4,72,115,52.5,140,307.5,2,301.82,ABS Club Championship 2016,Dublin,2016,gina lumsden,21/04/2016,2,855
Jean Meehan,332,F-O,62.4,63,97.5,50,125,272.5,2,294.79,ABS Club Championship 2016,Dublin,2016,jean meehan,22/04/2016,2,859
Karen Keatinge,366,F-O,56.4,57,80,52.5,117.5,250,1,292.51,ABS Club Championship 2016,Dublin,2016,karen keatinge,23/04/2016,2,862
Sean Dowling,582,M-O,73.2,74,147.5,80,170,397.5,3,288.16,ABS Club Championship 2016,Dublin,2016,sean dowling,24/04/2016,2,848
Rourke Byrne,551,M-O,91.6,93,152.5,95,205,452.5,9,286.34,ABS Club Championship 2016,Dublin,2016,rourke byrne,25/04/2016,2,845
Jennifer Geary,335,F-O,68.3,72,107.5,50,120,277.5,3,280.85,ABS Club Championship 2016,Dublin,2016,jennifer geary,26/04/2016,2,858
Pearl Mackey,523,F-O,61.4,63,90,47.5,117.5,255,3,279.28,ABS Club Championship 2016,Dublin,2016,pearl mackey,27/04/2016,2,861
Steve Duff,625,M-O,88.4,93,155,85,190,430,10,277.07,ABS Club Championship 2016,Dublin,2016,steve duff,28/04/2016,2,846
Emma Moore,236,F-O,71.4,72,85,47.5,140,272.5,4,267.46,ABS Club Championship 2016,Dublin,2016,emma moore,29/04/2016,2,860
Donna Ivie,213,F-O,104.6,84+,117.5,70,137.5,325,1,267.32,ABS Club Championship 2016,Dublin,2016,donna ivie,30/04/2016,2,850
Karen McDonnell,368,F-O,56.3,57,80,42.5,105,227.5,2,266.56,ABS Club Championship 2016,Dublin,2016,karen mcdonnell,01/05/2016,2,867
Clodagh Hunt Cecil,134,F-O,97.6,84+,115,62.5,140,317.5,2,266.32,ABS Club Championship 2016,Dublin,2016,clodagh hunt cecil,02/05/2016,2,852
Caroline Cunniffe,89,F-O,55.8,57,77.5,42.5,105,225,3,265.48,ABS Club Championship 2016,Dublin,2016,caroline cunniffe,03/05/2016,2,870
James Keogh,319,M-O,87.6,93,145,90,170,405,11,262.23,ABS Club Championship 2016,Dublin,2016,james keogh,04/05/2016,2,847
Susan McDonald,630,F-O,98.5,84+,105,75,130,310,3,259.28,ABS Club Championship 2016,Dublin,2016,susan mcdonald,05/05/2016,2,854
Tracey Matthews,655,F-O,59.8,63,82.5,42.5,105,230,4,257.09,ABS Club Championship 2016,Dublin,2016,tracey matthews,06/05/2016,2,866
Yvonne Osan,670,F-O,91.9,84+,110,50,140,300,4,257.05,ABS Club Championship 2016,Dublin,2016,yvonne osan,07/05/2016,2,856
Claire McConnell,126,F-O,56.6,57,72.5,45,100,217.5,4,253.78,ABS Club Championship 2016,Dublin,2016,claire mcconnell,08/05/2016,2,872
Hannah Stephenson,287,F-O,62.7,63,85,42.5,100,227.5,5,245.21,ABS Club Championship 2016,Dublin,2016,hannah stephenson,09/05/2016,2,868
Elaine Clarke,222,F-O,68.5,72,85,42.5,112.5,240,6,242.4,ABS Club Championship 2016,Dublin,2016,elaine clarke,10/05/2016,2,864
Clare Duffy,127,F-O,70.7,72,75,55,115,245,5,242.08,ABS Club Championship 2016,Dublin,2016,clare duffy,11/05/2016,2,863
Anna Marie O'Donoghue,53,F-O,70.9,72,82.5,42.5,115,240,7,236.69,ABS Club Championship 2016,Dublin,2016,anna marie o'donoghue,12/05/2016,2,865
Holly O'Reilly,291,F-O,61.7,63,70,45,100,215,6,234.6,ABS Club Championship 2016,Dublin,2016,holly o'reilly,13/05/2016,2,873
Sue Valente,629,F-G,64,72,75,42.5,102.5,220,G,233.48,ABS Club Championship 2016,Dublin,2016,sue valente,14/05/2016,2,871
Stuart Brown,628,M-O,73.4,74,112.5,77.5,130,320,4,231.52,ABS Club Championship 2016,Dublin,2016,stuart brown,15/05/2016,2,851
Gemma Davey,274,F-O,52,52,0,45,107.5,0,DQ,0,ABS Club Championship 2016,Dublin,2016,gemma davey,16/05/2016,2,875
John Donovan,351,M-G,73.8,74,185,0,225,0,DQ,0,ABS Club Championship 2016,Dublin,2016,john donovan,17/05/2016,2,874
Michael Bruce,464,M-O,102.4,105,275,162.5,295,732.5,14,441.7,World Classic Championships 2016,Killeen,2016,michael bruce,19/06/2016,23,227
Mark Murphy,449,M-Sen-C,102,105,250,185,280,715,1,431.8,Boyneside Regional Championships,Drogheda,2016,mark murphy,19/06/2016,4,228
Arthur Lynch,60,M-O,90.62,93,245,167.5,297.5,705,9,448.52,World Classic Championships 2016,Killeen,2016,arthur lynch,19/06/2016,23,229
Shane Manning,594,M-Sen-C,104.8,105,260,155,290,705,2,421.56,Boyneside Regional Championships,Drogheda,2016,shane manning,19/06/2016,4,230
Dean Salmon,205,M-U23-C,98.2,105,220,185,250,655,1,401.6,Boyneside Regional Championships,Drogheda,2016,dean salmon,19/06/2016,4,231
Andrew Richardson,47,M-O,103.2,105,240,135,255,630,19,378.82,World Classic Championships 2016,Killeen,2016,andrew richardson,19/06/2016,23,232
Adam Keane,6,M-JR,82,83,235,122.5,245,602.5,11,405.12,World Classic Championships 2016,Killeen,2016,adam keane,19/06/2016,23,233
Lorcan Everard,419,M-JR,73.08,74,215,112.5,237.5,565,14,410.08,World Classic Championships 2016,Killeen,2016,lorcan everard,19/06/2016,23,234
Shane Corbett,592,M-u18-C,81.8,83,202.5,122.5,230,555,1,373.71,Boyneside Regional Championships,Drogheda,2016,shane corbett,19/06/2016,4,235
Nigel Pearson,497,M-Sen-C,91,93,200,115,240,555,1,352.35,Boyneside Regional Championships,Drogheda,2016,nigel pearson,19/06/2016,4,236
Ashwin Amersi,61,M-Sen-C,75.8,83,190,130,232.5,552.5,1,390.82,Boyneside Regional Championships,Drogheda,2016,ashwin amersi,19/06/2016,4,237
David McQuillan,197,M-Sen-C,65.8,66,195,125,220,540,1,425.07,Boyneside Regional Championships,Drogheda,2016,david mcquillan,19/06/2016,4,238
James Black,314,M-Sen-C,98,105,190,122.5,220,532.5,3,326.77,Boyneside Regional Championships,Drogheda,2016,james black,19/06/2016,4,239
Dave Looney,189,M-Sen-C,103,105,202.5,92.5,235,530,4,318.91,Boyneside Regional Championships,Drogheda,2016,dave looney,19/06/2016,4,240
Gary McGivern,266,M-Sen-C,72.8,74,192.5,115,220,527.5,1,383.92,Boyneside Regional Championships,Drogheda,2016,gary mcgivern,19/06/2016,4,241
Ben Howlett,69,M-U18-C,116.6,120,180,130,210,520,1,301.06,Boyneside Regional Championships,Drogheda,2016,ben howlett,19/06/2016,4,242
Philip Bridgeman,528,M-U23-C,99.4,105,180,120,217.5,517.5,2,315.71,Boyneside Regional Championships,Drogheda,2016,philip bridgeman,19/06/2016,4,243
Tony Deeney,651,M-Sen-C,79.8,83,177.5,95,240,512.5,2,350.44,Boyneside Regional Championships,Drogheda,2016,tony deeney,19/06/2016,4,244
Cian Desmond,106,M-Sen-C,82.2,83,165,135,192.5,492.5,3,330.65,Boyneside Regional Championships,Drogheda,2016,cian desmond,19/06/2016,4,245
Sean Hogan,587,M-U23-C,98,105,172.5,115,205,492.5,3,302.22,Boyneside Regional Championships,Drogheda,2016,sean hogan,19/06/2016,4,246
Michael Parry-Jones,471,M-Sen-C,95.4,105,175,115,200,490,5,304.22,Boyneside Regional Championships,Drogheda,2016,michael parry-jones,19/06/2016,4,247
Noel Whelan,498,M-O,58.46,59,175,112.5,192.5,480,8,419.33,World Classic Championships 2016,Killeen,2016,noel whelan,19/06/2016,23,248
Cian Cunningham,104,M-U18-C,79.2,83,150,110,212.5,472.5,2,324.64,Boyneside Regional Championships,Drogheda,2016,cian cunningham,19/06/2016,4,249
Paul McLaren,515,M-Sen-C,64.8,66,155,80,217.5,452.5,2,360.76,Boyneside Regional Championships,Drogheda,2016,paul mclaren,19/06/2016,4,250
Shane McCarthy,595,M-U18-C,93,93,182.5,85,177.5,445,1,279.54,Boyneside Regional Championships,Drogheda,2016,shane mccarthy,19/06/2016,4,251
Peter Elliott,525,M-M1-C,80.6,83,155,85,200,440,1,298.98,Boyneside Regional Championships,Drogheda,2016,peter elliott,19/06/2016,4,252
Mark Daly,443,M-Sen-C,72.8,74,155,95,180,430,2,312.96,Boyneside Regional Championships,Drogheda,2016,mark daly,19/06/2016,4,253
JP McGowan,364,M-Sen-C,72.8,74,145,82.5,182.5,410,3,298.4,Boyneside Regional Championships,Drogheda,2016,jp mcgowan,19/06/2016,4,254
Steve Duff,625,M-Sen-C,90.4,93,157.5,75,170,402.5,2,256.38,Boyneside Regional Championships,Drogheda,2016,steve duff,19/06/2016,4,255
Louise Kenna,425,F-O,71,72,150,77.5,172.5,400,7,394.08,World Classic Championships 2016,Killeen,2016,louise kenna,19/06/2016,23,256
Dermot O'Rourke,207,M-SJR,57.5,59,142.5,85,165,392.5,6,347.17,World Classic Championships 2016,Killeen,2016,dermot o'rourke,19/06/2016,23,257
Bronagh McPeake,80,F-O,62.44,63,152.5,62.5,170,385,12,416.3,World Classic Championships 2016,Killeen,2016,bronagh mcpeake,19/06/2016,23,258
Shannon Pollock,598,F-O,71.7,72,150,70,165,385,10,376.84,World Classic Championships 2016,Killeen,2016,shannon pollock,19/06/2016,23,259
Eamon Lovett,219,M-Sen-C,79,83,132.5,102.5,140,375,4,258.07,Boyneside Regional Championships,Drogheda,2016,eamon lovett,19/06/2016,4,260
Louise Millar,426,F-O,62.7,63,142.5,80,145,367.5,14,396.13,World Classic Championships 2016,Killeen,2016,louise millar,19/06/2016,23,261
Aisling Judge,18,F-Sen-C,78.4,84,135,65,167.5,367.5,1,340.15,Boyneside Regional Championships,Drogheda,2016,aisling judge,19/06/2016,4,262
Lauren Rooney,402,F-O,85.78,84+,135,75,155,365,12,322.19,World Classic Championships 2016,Killeen,2016,lauren rooney,19/06/2016,23,263
Hazel Hu,288,F-O,51.22,52,125,70,152.5,347.5,6,438.27,World Classic Championships 2016,Killeen,2016,hazel hu,19/06/2016,23,264
Suzanne Gray,632,F-U23-C,70.6,72,122.5,67.5,152.5,342.5,1,338.75,Boyneside Regional Championships,Drogheda,2016,suzanne gray,19/06/2016,4,265
Medb Murtagh,461,F-Sen-C,53.6,57,120,65,140,325,1,395.73,Boyneside Regional Championships,Drogheda,2016,medb murtagh,19/06/2016,4,266
Graham Temple,283,M-U23-C,86.8,93,102.5,95,125,322.5,1,209.85,Boyneside Regional Championships,Drogheda,2016,graham temple,19/06/2016,4,267
Anna Hourihane,52,F-JR,50.3,52,110,70,140,320,7,409.22,World Classic Championships 2016,Killeen,2016,anna hourihane,19/06/2016,23,268
James Farrell,316,M-Sen-C,81.4,83,102.5,77.5,140,320,5,216.12,Boyneside Regional Championships,Drogheda,2016,james farrell,19/06/2016,4,269
Aoife O'Sullivan,57,F-U23-C,62.4,63,117.5,52.5,140,310,1,335.35,Boyneside Regional Championships,Drogheda,2016,aoife o'sullivan,19/06/2016,4,270
Laura Walsh,400,F-Sen-G,52.8,57,112.5,65,130,307.5,G,378.83,Boyneside Regional Championships,Drogheda,2016,laura walsh,19/06/2016,4,271
Keira Hillary,378,F-Sen-C,52.8,57,100,55,140,295,2,363.43,Boyneside Regional Championships,Drogheda,2016,keira hillary,19/06/2016,4,272
Jill Gracey,341,F-Sen-C,66.4,72,105,50,140,295,1,304.68,Boyneside Regional Championships,Drogheda,2016,jill gracey,19/06/2016,4,273
Amy Donoghue,34,F-JR,56.08,57,100,52.5,140,292.5,11,343.77,World Classic Championships 2016,Killeen,2016,amy donoghue,19/06/2016,23,274
Emily Mazilu,232,F-U23-C,56.6,57,110,50,130,290,1,338.38,Boyneside Regional Championships,Drogheda,2016,emily mazilu,19/06/2016,4,275
Gina Lumsden,278,F-U23-C,68.4,72,107.5,55,122.5,285,2,288.15,Boyneside Regional Championships,Drogheda,2016,gina lumsden,19/06/2016,4,276
Joelle Fagan,349,F-Sen-C,80.4,84,90,55,140,285,2,260.06,Boyneside Regional Championships,Drogheda,2016,joelle fagan,19/06/2016,4,277
Claire Caulfield,122,F-Sen-C,61.2,63,90,50,122.5,262.5,1,288.22,Boyneside Regional Championships,Drogheda,2016,claire caulfield,19/06/2016,4,278
Laura Earley,396,F-Sen-C,67.6,72,100,50,110,260,2,265.08,Boyneside Regional Championships,Drogheda,2016,laura earley,19/06/2016,4,279
Jennifer Geary,335,F-Sen-C,60.4,63,92.5,42.5,110,245,2,271.75,Boyneside Regional Championships,Drogheda,2016,jennifer geary,19/06/2016,4,280
Amy Hughes,36,F-Sen-C,82.2,84,82.5,47.5,115,245,3,220.91,Boyneside Regional Championships,Drogheda,2016,amy hughes,19/06/2016,4,281
Elysia Doody,229,F-Sen-C,51.8,52,80,45,115,240,1,300.08,Boyneside Regional Championships,Drogheda,2016,elysia doody,19/06/2016,4,282
Sibeal Hurley,604,F-Sen-C,73.4,84,90,45,100,235,4,226.49,Boyneside Regional Championships,Drogheda,2016,sibeal hurley,19/06/2016,4,283
Kate Sheehy,374,F-Sen-C,55.4,57,95,40,95,230,3,272.91,Boyneside Regional Championships,Drogheda,2016,kate sheehy,19/06/2016,4,284
Linda Murphy,413,F-M1-C,103.4,84+,80,47.5,97.5,225,1,185.61,Boyneside Regional Championships,Drogheda,2016,linda murphy,19/06/2016,4,285
Kayleigh McCoy,377,F-U23-C,46.6,47,70,42.5,110,222.5,1,301.08,Boyneside Regional Championships,Drogheda,2016,kayleigh mccoy,19/06/2016,4,286
Cora O Carroll,157,F-Sen-C,67.4,72,77.5,40,102.5,220,3,224.78,Boyneside Regional Championships,Drogheda,2016,cora o carroll,19/06/2016,4,287
Lynn Privett,433,F-Sen-C,56.2,57,80,45,80,205,4,240.53,Boyneside Regional Championships,Drogheda,2016,lynn privett,19/06/2016,4,288
Alison May,30,F-Sen-C,55.6,57,75,42.5,80,197.5,5,233.69,Boyneside Regional Championships,Drogheda,2016,alison may,19/06/2016,4,289
Laura Cooley,395,F-Sen-C,55.6,57,70,40,80,190,6,224.81,Boyneside Regional Championships,Drogheda,2016,laura cooley,19/06/2016,4,290
Elaine Stone,224,F-Sen-C,71,72,97.5,67.5,0,0,DQ,0,Boyneside Regional Championships,Drogheda,2016,elaine stone,19/06/2016,4,291
Rory Girvan,550,M-O,92.56,93,0,140,290,0,0,0,World Classic Championships 2016,Killeen,2016,rory girvan,19/06/2016,23,292
Andrew Richardson,47,M-O,103.71,105,250,132.5,270,652.5,5,391.63,1st University Powerlifting World Cup 2016,Minsk,2016,andrew richardson,11/07/2016,0,293
Suzanne Gray,632,F-O,69.63,72,122.5,70,155,347.5,4,347.88,1st University Powerlifting World Cup 2016,Minsk,2016,suzanne gray,11/07/2016,0,294
Barry Pigott,66,M-O,92,93,262.5,195,287.5,745,1,470.44,Athlone Open,Athlone,2016,barry pigott,03/09/2016,3,295
Andre Du Plessis,40,M-O,145,120+,255,167.5,277.5,700,1,389.17,Athlone Open,Athlone,2016,andre du plessis,03/09/2016,3,296
Stephen Casey,617,M-O,91,93,230,145,290,665,2,422.18,Athlone Open,Athlone,2016,stephen casey,03/09/2016,3,297
Marc Galligan,437,M-O,98.2,105,250,142.5,260,652.5,1,400.06,Athlone Open,Athlone,2016,marc galligan,03/09/2016,3,298
Kenneth Nwaezeigwe,381,M-O,92,93,250,135,260,645,3,407.29,Athlone Open,Athlone,2016,kenneth nwaezeigwe,03/09/2016,3,299
Sean Crowe,580,M-O,120,120,227.5,135,272.5,635,1,365.08,Athlone Open,Athlone,2016,sean crowe,03/09/2016,3,300
John Maher,354,M-O,82.5,83,217.5,132.5,272.5,622.5,1,417.02,Athlone Open,Athlone,2016,john maher,03/09/2016,3,301
Andy Mooney,51,M-E,100.8,105,225,165,230,620,1,376.14,Athlone Open,Athlone,2016,andy mooney,03/09/2016,3,302
Stephen J. Davison,621,M-O,104.8,105,220,150,250,620,2,370.73,Athlone Open,Athlone,2016,stephen j. davison,03/09/2016,3,303
Mark Comiskey,442,M-O,81,83,222.5,150,235,607.5,2,411.54,Athlone Open,Athlone,2016,mark comiskey,03/09/2016,3,304
David Twomey,201,M-O,91.6,93,215,150,240,605,4,382.85,Athlone Open,Athlone,2016,david twomey,03/09/2016,3,305
Ciaran O'Donoghue,119,M-O,116.6,120,215,130,250,595,2,344.48,Athlone Open,Athlone,2016,ciaran o'donoghue,03/09/2016,3,306
Darragh Hayes,178,M-O,103.4,105,205,137.5,240,582.5,3,350,Athlone Open,Athlone,2016,darragh hayes,03/09/2016,3,307
David O'Connor,200,M-O,103.6,105,220,122.5,240,582.5,4,349.75,Athlone Open,Athlone,2016,david o'connor,03/09/2016,3,308
Shane Corbett,592,M-O,81.4,83,205,130,245,580,3,391.72,Athlone Open,Athlone,2016,shane corbett,03/09/2016,3,309
Tochukwu Anachebe,646,M-O,90.6,93,210,130,230,570,5,362.67,Athlone Open,Athlone,2016,tochukwu anachebe,03/09/2016,3,310
Tony Myler,652,M-O,91.8,93,215,127.5,227.5,570,6,360.31,Athlone Open,Athlone,2016,tony myler,03/09/2016,3,311
Andrew Knox Shiels,45,M-O,92.8,93,190,135,240,565,7,355.29,Athlone Open,Athlone,2016,andrew knox shiels,03/09/2016,3,312
Conor Fitzgerald,146,M-O,102.4,105,195,140,230,565,5,340.71,Athlone Open,Athlone,2016,conor fitzgerald,03/09/2016,3,313
